HMDB_ID;CPD_NAME;KEGG_ID;MOL_WEIGHT;CHEM_FORM
HMDB0008085;PC(18:1(11Z)/22:1(13Z));;842.2197;C48H92NO8P
HMDB0008086;PC(18:1(11Z)/22:2(13Z,16Z));;840.2039;C48H90NO8P
HMDB0008087;PC(18:1(11Z)/22:4(7Z,10Z,13Z,16Z));;836.1721;C48H86NO8P
HMDB0008088;PC(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z));;834.1562;C48H84NO8P
HMDB0008089;PC(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z));;834.1562;C48H84NO8P
HMDB0008091;PC(18:1(11Z)/24:0);C00157;872.2888;C50H98NO8P
HMDB0008092;PC(18:1(11Z)/24:1(15Z));C00157;870.2729;C50H96NO8P
HMDB0008093;PC(18:1(11Z)/P-16:0);;744.0767;C42H82NO7P
HMDB0008094;PC(18:1(11Z)/P-18:0);;772.1299;C44H86NO7P
HMDB0008095;PC(18:1(11Z)/P-18:1(11Z));;770.114;C44H84NO7P
HMDB0008096;PC(18:1(11Z)/P-18:1(9Z));;770.114;C44H84NO7P
HMDB0008097;PC(18:1(9Z)/14:0);;732.023;C40H78NO8P
HMDB0008098;PC(18:1(9Z)/14:1(9Z));;730.0071;C40H76NO8P
HMDB0008100;PC(18:1(9Z)/16:0);;760.0761;C42H82NO8P
HMDB0008101;PC(18:1(9Z)/16:1(9Z));;758.0603;C42H80NO8P
HMDB0008102;PC(18:1(9Z)/18:0);;788.1293;C44H86NO8P
HMDB0008103;PC(18:1(9Z)/18:1(11Z));;786.1134;C44H84NO8P
HMDB0008105;PC(18:1(9Z)/18:2(9Z,12Z));;784.0975;C44H82NO8P
HMDB0008106;PC(18:1(9Z)/18:3(6Z,9Z,12Z));;782.0817;C44H80NO8P
HMDB0008107;PC(18:1(9Z)/18:3(9Z,12Z,15Z));;782.0817;C44H80NO8P
HMDB0008108;PC(18:1(9Z)/18:4(6Z,9Z,12Z,15Z));;780.0658;C44H78NO8P
HMDB0008109;PC(18:1(9Z)/20:0);;816.1825;C46H90NO8P
HMDB0008111;PC(18:1(9Z)/20:2(11Z,14Z));;812.1507;C46H86NO8P
HMDB0008112;PC(18:1(9Z)/20:3(5Z,8Z,11Z));;810.1348;C46H84NO8P
HMDB0008113;PC(18:1(9Z)/20:3(8Z,11Z,14Z));;810.1348;C46H84NO8P
HMDB0008114;PC(18:1(9Z)/20:4(5Z,8Z,11Z,14Z));;808.1189;C46H82NO8P
HMDB0008115;PC(18:1(9Z)/20:4(8Z,11Z,14Z,17Z));;808.1189;C46H82NO8P
HMDB0008116;PC(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));;806.1031;C46H80NO8P
HMDB0008117;PC(18:1(9Z)/22:0);;844.2356;C48H94NO8P
HMDB0008118;PC(18:1(9Z)/22:1(13Z));;842.2197;C48H92NO8P
HMDB0008119;PC(18:1(9Z)/22:2(13Z,16Z));C00157;840.2039;C48H90NO8P
HMDB0008120;PC(18:1(9Z)/22:4(7Z,10Z,13Z,16Z));C00157;836.1721;C48H86NO8P
HMDB0008121;PC(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));C00157;834.1562;C48H84NO8P
HMDB0008122;PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));;834.1562;C48H84NO8P
HMDB0008124;PC(18:1(9Z)/24:0);;872.2888;C50H98NO8P
HMDB0008125;PC(18:1(9Z)/24:1(15Z));;870.2729;C50H96NO8P
HMDB0008126;PC(18:1(9Z)/P-16:0);C00157;744.0767;C42H82NO7P
HMDB0008127;PC(18:1(9Z)/P-18:0);;772.1299;C44H86NO7P
HMDB0008128;PC(18:1(9Z)/P-18:1(11Z));;770.114;C44H84NO7P
HMDB0008129;PC(18:1(9Z)/P-18:1(9Z));C00157;770.114;C44H84NO7P
HMDB0008130;PC(18:2(9Z,12Z)/14:0);;730.0071;C40H76NO8P
HMDB0008131;PC(18:2(9Z,12Z)/14:1(9Z));;727.9912;C40H74NO8P
HMDB0008133;PC(18:2(9Z,12Z)/16:0);;758.0603;C42H80NO8P
HMDB0008134;PC(18:2(9Z,12Z)/16:1(9Z));;756.0444;C42H78NO8P
HMDB0008135;PC(18:2(9Z,12Z)/18:0);;786.1134;C44H84NO8P
HMDB0008136;PC(18:2(9Z,12Z)/18:1(11Z));;784.0975;C44H82NO8P
HMDB0008137;PC(18:2(9Z,12Z)/18:1(9Z));;784.0975;C44H82NO8P
HMDB0008138;PC(18:2(9Z,12Z)/18:2(9Z,12Z));;782.0817;C44H80NO8P
HMDB0008139;PC(18:2(9Z,12Z)/20:3(5Z,8Z,11Z));;808.1189;C46H82NO8P
HMDB0008140;PC(18:2(9Z,12Z)/18:3(6Z,9Z,12Z));;780.0658;C44H78NO8P
HMDB0008141;PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z));;780.0658;C44H78NO8P
HMDB0008142;PC(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z));;778.0499;C44H76NO8P
HMDB0008144;PC(18:2(9Z,12Z)/20:1(11Z));;812.1507;C46H86NO8P
HMDB0008145;PC(18:2(9Z,12Z)/20:2(11Z,14Z));C00157;810.1348;C46H84NO8P
HMDB0008146;PC(18:2(9Z,12Z)/20:3(8Z,11Z,14Z));;808.1189;C46H82NO8P
HMDB0008147;PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z));;806.1031;C46H80NO8P
HMDB0008148;PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z));;806.1031;C46H80NO8P
HMDB0008150;PC(18:2(9Z,12Z)/22:0);;842.2197;C48H92NO8P
HMDB0008151;PC(18:2(9Z,12Z)/22:1(13Z));;840.2039;C48H90NO8P
HMDB0008152;PC(18:2(9Z,12Z)/22:2(13Z,16Z));;838.188;C48H88NO8P
HMDB0008153;PC(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z));;834.1562;C48H84NO8P
HMDB0008157;PC(18:2(9Z,12Z)/24:0);;870.2729;C50H96NO8P
HMDB0008159;PC(18:2(9Z,12Z)/P-16:0);;742.0609;C42H80NO7P
HMDB0008160;PC(18:2(9Z,12Z)/P-18:0);;770.114;C44H84NO7P
HMDB0008161;PC(18:2(9Z,12Z)/P-18:1(11Z));;768.0981;C44H82NO7P
HMDB0008162;PC(18:2(9Z,12Z)/P-18:1(9Z));;768.0981;C44H82NO7P
HMDB0008163;PC(18:3(6Z,9Z,12Z)/14:0);;727.9912;C40H74NO8P
HMDB0008166;PC(18:3(6Z,9Z,12Z)/16:0);;756.0444;C42H78NO8P
HMDB0008167;PC(18:3(6Z,9Z,12Z)/16:1(9Z));;754.0285;C42H76NO8P
HMDB0008168;PC(18:3(6Z,9Z,12Z)/18:0);;784.0975;C44H82NO8P
HMDB0008169;PC(18:3(6Z,9Z,12Z)/18:1(11Z));;782.0817;C44H80NO8P
HMDB0008170;PC(18:3(6Z,9Z,12Z)/18:1(9Z));;782.0817;C44H80NO8P
HMDB0008171;PC(18:3(6Z,9Z,12Z)/18:2(9Z,12Z));;780.0658;C44H78NO8P
HMDB0008172;PC(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z));;778.0499;C44H76NO8P
HMDB0008173;PC(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z));;778.0499;C44H76NO8P
HMDB0008175;PC(18:3(6Z,9Z,12Z)/20:0);;812.1507;C46H86NO8P
HMDB0008176;PC(18:3(6Z,9Z,12Z)/20:1(11Z));;810.1348;C46H84NO8P
HMDB0008177;PC(18:3(6Z,9Z,12Z)/20:2(11Z,14Z));;808.1189;C46H82NO8P
HMDB0008178;PC(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z));;806.1031;C46H80NO8P
HMDB0008179;PC(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z));;806.1031;C46H80NO8P
HMDB0008183;PC(18:3(6Z,9Z,12Z)/22:0);C00157;840.2039;C48H90NO8P
HMDB0008184;PC(18:3(6Z,9Z,12Z)/22:1(13Z));;838.188;C48H88NO8P
HMDB0008185;PC(18:3(6Z,9Z,12Z)/22:2(13Z,16Z));;836.1721;C48H86NO8P
HMDB0008191;PC(18:3(6Z,9Z,12Z)/24:1(15Z));C00157;866.2411;C50H92NO8P
HMDB0008192;PC(18:3(6Z,9Z,12Z)/P-16:0);C00157;740.045;C42H78NO7P
HMDB0008193;PC(18:3(6Z,9Z,12Z)/P-18:0);;768.0981;C44H82NO7P
HMDB0008194;PC(18:3(6Z,9Z,12Z)/P-18:1(11Z));;766.0823;C44H80NO7P
HMDB0008195;PC(18:3(6Z,9Z,12Z)/P-18:1(9Z));;766.0823;C44H80NO7P
HMDB0008196;PC(18:3(9Z,12Z,15Z)/14:0);;727.9912;C40H74NO8P
HMDB0008199;PC(18:3(9Z,12Z,15Z)/16:0);;756.0444;C42H78NO8P
HMDB0008200;PC(18:3(9Z,12Z,15Z)/16:1(9Z));;754.0285;C42H76NO8P
HMDB0008201;PC(18:3(9Z,12Z,15Z)/18:0);;784.0975;C44H82NO8P
HMDB0008202;PC(18:3(9Z,12Z,15Z)/18:1(11Z));;782.0817;C44H80NO8P
HMDB0008203;PC(18:3(9Z,12Z,15Z)/18:1(9Z));;782.0817;C44H80NO8P
HMDB0008204;PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z));;780.0658;C44H78NO8P
HMDB0008205;PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z));;778.0499;C44H76NO8P
HMDB0008206;PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z));;778.0499;C44H76NO8P
HMDB0008208;PC(18:3(9Z,12Z,15Z)/20:0);;812.1507;C46H86NO8P
HMDB0008209;PC(18:3(9Z,12Z,15Z)/20:1(11Z));;810.1348;C46H84NO8P
HMDB0008210;PC(18:3(9Z,12Z,15Z)/20:2(11Z,14Z));;808.1189;C46H82NO8P
HMDB0008211;PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z));;806.1031;C46H80NO8P
HMDB0008212;PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z));;806.1031;C46H80NO8P
HMDB0008216;PC(18:3(9Z,12Z,15Z)/22:0);;840.2039;C48H90NO8P
HMDB0008217;PC(18:3(9Z,12Z,15Z)/22:1(13Z));;838.188;C48H88NO8P
HMDB0008218;PC(18:3(9Z,12Z,15Z)/22:2(13Z,16Z));;836.1721;C48H86NO8P
HMDB0008224;PC(18:3(9Z,12Z,15Z)/24:1(15Z));;866.2411;C50H92NO8P
HMDB0008225;PC(18:3(9Z,12Z,15Z)/P-16:0);;740.045;C42H78NO7P
HMDB0008226;PC(18:3(9Z,12Z,15Z)/P-18:0);;768.0981;C44H82NO7P
HMDB0008227;PC(18:3(9Z,12Z,15Z)/P-18:1(11Z));;766.0823;C44H80NO7P
HMDB0008228;PC(18:3(9Z,12Z,15Z)/P-18:1(9Z));;766.0823;C44H80NO7P
HMDB0008232;PC(18:4(6Z,9Z,12Z,15Z)/16:0);C00157;754.0285;C42H76NO8P
HMDB0008234;PC(18:4(6Z,9Z,12Z,15Z)/18:0);;782.0817;C44H80NO8P
HMDB0008235;PC(18:4(6Z,9Z,12Z,15Z)/18:1(11Z));;780.0658;C44H78NO8P
HMDB0008236;PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z));;780.0658;C44H78NO8P
HMDB0008237;PC(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z));;778.0499;C44H76NO8P
HMDB0008241;PC(18:4(6Z,9Z,12Z,15Z)/20:0);;810.1348;C46H84NO8P
HMDB0008242;PC(18:4(6Z,9Z,12Z,15Z)/20:1(11Z));;808.1189;C46H82NO8P
HMDB0008243;PC(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z));;806.1031;C46H80NO8P
HMDB0008249;PC(18:4(6Z,9Z,12Z,15Z)/22:0);;838.188;C48H88NO8P
HMDB0008250;PC(18:4(6Z,9Z,12Z,15Z)/22:1(13Z));;836.1721;C48H86NO8P
HMDB0008251;PC(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z));;834.1562;C48H84NO8P
HMDB0008256;PC(18:4(6Z,9Z,12Z,15Z)/24:0);;866.2411;C50H92NO8P
HMDB0008257;PC(18:4(6Z,9Z,12Z,15Z)/24:1(15Z));;864.2253;C50H90NO8P
HMDB0008258;PC(18:4(6Z,9Z,12Z,15Z)/P-16:0);;738.0291;C42H76NO7P
HMDB0008259;PC(18:4(6Z,9Z,12Z,15Z)/P-18:0);;766.0823;C44H80NO7P
HMDB0008260;PC(18:4(6Z,9Z,12Z,15Z)/P-18:1(11Z));;764.0664;C44H78NO7P
HMDB0008261;PC(18:4(6Z,9Z,12Z,15Z)/P-18:1(9Z));;764.0664;C44H78NO7P
HMDB0008263;PC(20:0/14:1(9Z));;760.0761;C42H82NO8P
HMDB0008265;PC(20:0/16:0);;790.1452;C44H88NO8P
HMDB0008266;PC(20:0/16:1(9Z));;788.1293;C44H86NO8P
HMDB0008267;PC(20:0/18:0);;818.1983;C46H92NO8P
HMDB0008268;PC(20:0/18:1(11Z));;816.1825;C46H90NO8P
HMDB0008269;PC(20:0/18:1(9Z));;816.1825;C46H90NO8P
HMDB0008271;PC(20:0/18:3(6Z,9Z,12Z));C00157;812.1507;C46H86NO8P
HMDB0008272;PC(20:0/18:3(9Z,12Z,15Z));C00157;812.1507;C46H86NO8P
HMDB0008273;PC(20:0/18:4(6Z,9Z,12Z,15Z));;810.1348;C46H84NO8P
HMDB0008275;PC(20:0/20:1(11Z));;844.2356;C48H94NO8P
HMDB0008276;PC(20:0/20:2(11Z,14Z));;842.2197;C48H92NO8P
HMDB0008277;PC(20:0/20:3(5Z,8Z,11Z));;840.2039;C48H90NO8P
HMDB0008278;PC(20:0/20:3(8Z,11Z,14Z));;840.2039;C48H90NO8P
HMDB0008279;PC(20:0/20:4(5Z,8Z,11Z,14Z));;838.188;C48H88NO8P
HMDB0008280;PC(20:0/20:4(8Z,11Z,14Z,17Z));;838.188;C48H88NO8P
HMDB0008281;PC(20:0/20:5(5Z,8Z,11Z,14Z,17Z));;836.1721;C48H86NO8P
HMDB0008282;PC(20:0/22:0);;874.3047;C50H100NO8P
HMDB0008283;PC(20:0/22:1(13Z));;872.2888;C50H98NO8P
HMDB0008284;PC(20:0/22:2(13Z,16Z));;870.2729;C50H96NO8P
HMDB0008285;PC(20:0/22:4(7Z,10Z,13Z,16Z));;866.2411;C50H92NO8P
HMDB0008286;PC(20:0/22:5(4Z,7Z,10Z,13Z,16Z));;864.2253;C50H90NO8P
HMDB0008287;PC(20:0/22:5(7Z,10Z,13Z,16Z,19Z));;864.2253;C50H90NO8P
HMDB0008288;PC(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));;862.2094;C50H88NO8P
HMDB0008291;PC(20:0/P-16:0);;774.1458;C44H88NO7P
HMDB0008292;PC(20:0/P-18:0);;802.1989;C46H92NO7P
HMDB0008293;PC(20:0/P-18:1(11Z));;800.1831;C46H90NO7P
HMDB0008294;PC(20:0/P-18:1(9Z));;800.1831;C46H90NO7P
HMDB0008295;PC(20:1(11Z)/14:0);;760.0761;C42H82NO8P
HMDB0008296;PC(20:1(11Z)/14:1(9Z));;758.0603;C42H80NO8P
HMDB0008298;PC(20:1(11Z)/16:0);;788.1293;C44H86NO8P
HMDB0008299;PC(20:1(11Z)/16:1(9Z));;786.1134;C44H84NO8P
HMDB0008300;PC(20:1(11Z)/18:0);;816.1825;C46H90NO8P
HMDB0008303;PC(20:1(11Z)/18:2(9Z,12Z));;812.1507;C46H86NO8P
HMDB0008304;PC(20:1(11Z)/18:3(6Z,9Z,12Z));C00157;810.1348;C46H84NO8P
HMDB0008305;PC(20:1(11Z)/18:3(9Z,12Z,15Z));;810.1348;C46H84NO8P
HMDB0008306;PC(20:1(11Z)/18:4(6Z,9Z,12Z,15Z));C00157;808.1189;C46H82NO8P
HMDB0008307;PC(20:1(11Z)/20:0);;844.2356;C48H94NO8P
HMDB0008308;PC(20:1(11Z)/20:1(11Z));C00157;842.2197;C48H92NO8P
HMDB0008309;PC(20:1(11Z)/20:2(11Z,14Z));C00157;840.2039;C48H90NO8P
HMDB0008310;PC(20:1(11Z)/20:3(5Z,8Z,11Z));;838.188;C48H88NO8P
HMDB0008311;PC(20:1(11Z)/20:3(8Z,11Z,14Z));;838.188;C48H88NO8P
HMDB0008312;PC(20:1(11Z)/20:4(5Z,8Z,11Z,14Z));C00157;836.1721;C48H86NO8P
HMDB0008313;PC(20:1(11Z)/20:4(8Z,11Z,14Z,17Z));;836.1721;C48H86NO8P
HMDB0008314;PC(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z));;834.1562;C48H84NO8P
HMDB0008315;PC(20:1(11Z)/22:0);;872.2888;C50H98NO8P
HMDB0008316;PC(20:1(11Z)/22:1(13Z));;870.2729;C50H96NO8P
HMDB0008318;PC(20:1(11Z)/22:4(7Z,10Z,13Z,16Z));;864.2253;C50H90NO8P
HMDB0008319;PC(20:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z));;862.2094;C50H88NO8P
HMDB0008320;PC(20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z));;862.2094;C50H88NO8P
HMDB0008324;PC(20:1(11Z)/P-16:0);C00157;772.1299;C44H86NO7P
HMDB0008325;PC(20:1(11Z)/P-18:0);;800.1831;C46H90NO7P
HMDB0008328;PC(20:2(11Z,14Z)/14:0);;758.0603;C42H80NO8P
HMDB0008329;PC(20:2(11Z,14Z)/14:1(9Z));;756.0444;C42H78NO8P
HMDB0008331;PC(20:2(11Z,14Z)/16:0);;786.1134;C44H84NO8P
HMDB0008332;PC(20:2(11Z,14Z)/16:1(9Z));;784.0975;C44H82NO8P
HMDB0008334;PC(20:2(11Z,14Z)/18:1(11Z));;812.1507;C46H86NO8P
HMDB0008335;PC(20:2(11Z,14Z)/18:1(9Z));;812.1507;C46H86NO8P
HMDB0008336;PC(20:2(11Z,14Z)/18:2(9Z,12Z));;810.1348;C46H84NO8P
HMDB0008337;PC(20:2(11Z,14Z)/18:3(6Z,9Z,12Z));;808.1189;C46H82NO8P
HMDB0008338;PC(20:2(11Z,14Z)/18:3(9Z,12Z,15Z));;808.1189;C46H82NO8P
HMDB0008339;PC(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z));;806.1031;C46H80NO8P
HMDB0008340;PC(20:2(11Z,14Z)/20:0);;842.2197;C48H92NO8P
HMDB0008341;PC(20:2(11Z,14Z)/20:1(11Z));;840.2039;C48H90NO8P
HMDB0008342;PC(20:2(11Z,14Z)/20:2(11Z,14Z));;838.188;C48H88NO8P
HMDB0008343;PC(20:2(11Z,14Z)/20:3(5Z,8Z,11Z));;836.1721;C48H86NO8P
HMDB0008344;PC(20:2(11Z,14Z)/20:3(8Z,11Z,14Z));;836.1721;C48H86NO8P
HMDB0008345;PC(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z));;834.1562;C48H84NO8P
HMDB0008346;PC(20:2(11Z,14Z)/20:4(8Z,11Z,14Z,17Z));;834.1562;C48H84NO8P
HMDB0008348;PC(20:2(11Z,14Z)/22:0);;870.2729;C50H96NO8P
HMDB0008350;PC(20:2(11Z,14Z)/22:2(13Z,16Z));;866.2411;C50H92NO8P
HMDB0008351;PC(20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z));;862.2094;C50H88NO8P
HMDB0008357;PC(20:2(11Z,14Z)/P-16:0);;770.114;C44H84NO7P
HMDB0008359;PC(20:2(11Z,14Z)/P-18:1(11Z));;796.1513;C46H86NO7P
HMDB0008360;PC(20:2(11Z,14Z)/P-18:1(9Z));;796.1513;C46H86NO7P
HMDB0008361;PC(20:3(5Z,8Z,11Z)/14:0);;756.0444;C42H78NO8P
HMDB0008362;PC(20:3(5Z,8Z,11Z)/14:1(9Z));;754.0285;C42H76NO8P
HMDB0008364;PC(20:3(5Z,8Z,11Z)/16:0);;784.0975;C44H82NO8P
HMDB0008365;PC(20:3(5Z,8Z,11Z)/16:1(9Z));;782.0817;C44H80NO8P
HMDB0008366;PC(20:3(5Z,8Z,11Z)/18:0);;812.1507;C46H86NO8P
HMDB0008367;PC(20:3(5Z,8Z,11Z)/18:1(11Z));;810.1348;C46H84NO8P
HMDB0008368;PC(20:3(5Z,8Z,11Z)/18:1(9Z));;810.1348;C46H84NO8P
HMDB0008369;PC(20:3(5Z,8Z,11Z)/18:2(9Z,12Z));;808.1189;C46H82NO8P
HMDB0008370;PC(20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z));;806.1031;C46H80NO8P
HMDB0008371;PC(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z));;806.1031;C46H80NO8P
HMDB0008373;PC(20:3(5Z,8Z,11Z)/20:0);;840.2039;C48H90NO8P
HMDB0008374;PC(20:3(5Z,8Z,11Z)/20:1(11Z));;838.188;C48H88NO8P
HMDB0008375;PC(20:3(5Z,8Z,11Z)/20:2(11Z,14Z));C00157;836.1721;C48H86NO8P
HMDB0008376;PC(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z));;834.1562;C48H84NO8P
HMDB0008377;PC(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z));C00157;834.1562;C48H84NO8P
HMDB0008382;PC(20:3(5Z,8Z,11Z)/22:1(13Z));;866.2411;C50H92NO8P
HMDB0008383;PC(20:3(5Z,8Z,11Z)/22:2(13Z,16Z));;864.2253;C50H90NO8P
HMDB0008390;PC(20:3(5Z,8Z,11Z)/P-16:0);;768.0981;C44H82NO7P
HMDB0008391;PC(20:3(5Z,8Z,11Z)/P-18:0);;796.1513;C46H86NO7P
HMDB0008392;PC(20:3(5Z,8Z,11Z)/P-18:1(11Z));;794.1354;C46H84NO7P
HMDB0008393;PC(20:3(5Z,8Z,11Z)/P-18:1(9Z));;794.1354;C46H84NO7P
HMDB0008394;PC(20:3(8Z,11Z,14Z)/14:0);;756.0444;C42H78NO8P
HMDB0008395;PC(20:3(8Z,11Z,14Z)/14:1(9Z));;754.0285;C42H76NO8P
HMDB0008397;PC(20:3(8Z,11Z,14Z)/16:0);;784.0975;C44H82NO8P
HMDB0008398;PC(20:3(8Z,11Z,14Z)/16:1(9Z));;782.0817;C44H80NO8P
HMDB0008399;PC(20:3(8Z,11Z,14Z)/18:0);;812.1507;C46H86NO8P
HMDB0008400;PC(20:3(8Z,11Z,14Z)/18:1(11Z));C00157;810.1348;C46H84NO8P
HMDB0008401;PC(20:3(8Z,11Z,14Z)/18:1(9Z));C00157;810.1348;C46H84NO8P
HMDB0008402;PC(20:3(8Z,11Z,14Z)/18:2(9Z,12Z));C00157;808.1189;C46H82NO8P
HMDB0008403;PC(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z));;806.1031;C46H80NO8P
HMDB0008404;PC(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z));;806.1031;C46H80NO8P
HMDB0008406;PC(20:3(8Z,11Z,14Z)/20:0);;840.2039;C48H90NO8P
HMDB0008407;PC(20:3(8Z,11Z,14Z)/20:2(11Z,14Z));;836.1721;C48H86NO8P
HMDB0008408;PC(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z));;834.1562;C48H84NO8P
HMDB0008409;PC(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z));C00157;834.1562;C48H84NO8P
HMDB0008414;PC(20:3(8Z,11Z,14Z)/22:1(13Z));C00157;866.2411;C50H92NO8P
HMDB0008415;PC(20:3(8Z,11Z,14Z)/22:2(13Z,16Z));C00157;864.2253;C50H90NO8P
HMDB0008422;PC(20:3(8Z,11Z,14Z)/P-16:0);;768.0981;C44H82NO7P
HMDB0008423;PC(20:3(8Z,11Z,14Z)/P-18:0);;796.1513;C46H86NO7P
HMDB0008424;PC(20:3(8Z,11Z,14Z)/P-18:1(11Z));;794.1354;C46H84NO7P
HMDB0008425;PC(20:3(8Z,11Z,14Z)/P-18:1(9Z));;794.1354;C46H84NO7P
HMDB0008426;PC(20:4(5Z,8Z,11Z,14Z)/14:0);C00157;754.0285;C42H76NO8P
HMDB0008429;PC(20:4(5Z,8Z,11Z,14Z)/16:0);C00157;782.0817;C44H80NO8P
HMDB0008430;PC(20:4(5Z,8Z,11Z,14Z)/16:1(9Z));;780.0658;C44H78NO8P
HMDB0008431;PC(20:4(5Z,8Z,11Z,14Z)/18:0);C00157;810.1348;C46H84NO8P
HMDB0008432;PC(20:4(5Z,8Z,11Z,14Z)/18:1(11Z));;808.1189;C46H82NO8P
HMDB0008433;PC(20:4(5Z,8Z,11Z,14Z)/18:1(9Z));;808.1189;C46H82NO8P
HMDB0008434;PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z));;806.1031;C46H80NO8P
HMDB0008438;PC(20:4(5Z,8Z,11Z,14Z)/20:0);;838.188;C48H88NO8P
HMDB0008439;PC(20:4(5Z,8Z,11Z,14Z)/20:1(11Z));;836.1721;C48H86NO8P
HMDB0008440;PC(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z));;834.1562;C48H84NO8P
HMDB0008446;PC(20:4(5Z,8Z,11Z,14Z)/22:0);;866.2411;C50H92NO8P
HMDB0008447;PC(20:4(5Z,8Z,11Z,14Z)/22:1(13Z));;864.2253;C50H90NO8P
HMDB0008448;PC(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z));;862.2094;C50H88NO8P
HMDB0008455;PC(20:4(5Z,8Z,11Z,14Z)/P-16:0);;766.0823;C44H80NO7P
HMDB0008456;PC(20:4(5Z,8Z,11Z,14Z)/P-18:0);;794.1354;C46H84NO7P
HMDB0008457;PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z));;792.1195;C46H82NO7P
HMDB0008458;PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(9Z));;792.1195;C46H82NO7P
HMDB0008459;PC(20:4(8Z,11Z,14Z,17Z)/14:0);;754.0285;C42H76NO8P
HMDB0008462;PC(20:4(8Z,11Z,14Z,17Z)/16:0);;782.0817;C44H80NO8P
HMDB0008463;PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z));;780.0658;C44H78NO8P
HMDB0008464;PC(20:4(8Z,11Z,14Z,17Z)/18:0);;810.1348;C46H84NO8P
HMDB0008465;PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z));;808.1189;C46H82NO8P
HMDB0008466;PC(20:4(8Z,11Z,14Z,17Z)/18:1(9Z));;808.1189;C46H82NO8P
HMDB0008467;PC(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z));;806.1031;C46H80NO8P
HMDB0008471;PC(20:4(8Z,11Z,14Z,17Z)/20:0);;838.188;C48H88NO8P
HMDB0008472;PC(20:4(8Z,11Z,14Z,17Z)/20:1(11Z));;836.1721;C48H86NO8P
HMDB0008473;PC(20:4(8Z,11Z,14Z,17Z)/20:2(11Z,14Z));;834.1562;C48H84NO8P
HMDB0008479;PC(20:4(8Z,11Z,14Z,17Z)/22:0);;866.2411;C50H92NO8P
HMDB0008480;PC(20:4(8Z,11Z,14Z,17Z)/22:1(13Z));;864.2253;C50H90NO8P
HMDB0008481;PC(20:4(8Z,11Z,14Z,17Z)/22:2(13Z,16Z));;862.2094;C50H88NO8P
HMDB0008488;PC(20:4(8Z,11Z,14Z,17Z)/P-16:0);;766.0823;C44H80NO7P
HMDB0008489;PC(20:4(8Z,11Z,14Z,17Z)/P-18:0);;794.1354;C46H84NO7P
HMDB0008490;PC(20:4(8Z,11Z,14Z,17Z)/P-18:1(11Z));;792.1195;C46H82NO7P
HMDB0008491;PC(20:4(8Z,11Z,14Z,17Z)/P-18:1(9Z));;792.1195;C46H82NO7P
